Town,Address,Sale Price,Sale Date
RIVERDALE,"2750 JOHNSON AVENUE, 9G",265000,1/29/20
RIVERDALE,"735 KAPPOCK ST, 2D",385000,1/29/20
RIVERDALE,"4555 HENRY HUDSON PARKWAY, 1007",402000,1/29/20
SOUNDVIEW,133 HUSSON AVE,465000,1/29/20
SOUNDVIEW,"825 MORRISON AVENUE, 17A",200804,1/29/20
THROGS NECK,3433 EAST TREMONT AVENUE,400000,1/29/20
WESTCHESTER,"1506 OVERING STREET, 5B",135000,1/29/20
WILLIAMSBRIDGE,"720 EAST 217 STREET, 4A",177450,1/29/20
BAYCHESTER,3336 PALMER AVENUE,530000,1/30/20
BAYCHESTER,3601 PALMER AVENUE,649000,1/30/20
BEDFORD PARK/NORWOOD,183 E MOSHOLU PARKWAY N,1123291,1/30/20
BEDFORD PARK/NORWOOD,55 EAST 196TH STREET,6300000,1/30/20
BEDFORD PARK/NORWOOD,"2965 DECATUR AVENUE, 5B",55000,1/30/20
BRONXDALE,3322 COLDEN AVENUE,686450,1/30/20
BRONXDALE,1010 EAST 211 STREET,710000,1/30/20
BRONXDALE,"2385 BARKER AVENUE, 3L",284500,1/30/20
CITY ISLAND,345 CITY ISLAND AVENUE,1100000,1/30/20
CROTONA PARK,733 CROTONA PARK NORTH,955000,1/30/20
CROTONA PARK,1415 CROTONA AVENUE,600000,1/30/20
CROTONA PARK,739 CROTONA PARK NORTH,680000,1/30/20
CROTONA PARK,1521 BRYANT AVENUE,150000,1/30/20
CROTONA PARK,995 EAST 173 STREET,3700000,1/30/20
EAST TREMONT,586 EAST 182 STREET,534000,1/30/20
FIELDSTON,"255 FIELDSTON TERRACE, PS#20",31868,1/30/20
FIELDSTON,"255 FIELDSTON TERRACE,, 2B",220969,1/30/20
HUNTS POINT,"410 HALLECK STREET, 268",1300000,1/30/20
HUNTS POINT,"410 HALLECK STREET, 267",1300000,1/30/20
HUNTS POINT,"410 HALLECK STREET, 266",1300000,1/30/20
HUNTS POINT,"410 HALLECK STREET, 266A",1300000,1/30/20
HUNTS POINT,"410 HALLECK STREET, 267A",1300000,1/30/20
HUNTS POINT,"410 HALLECK STREET, 268A",1300000,1/30/20
KINGSBRIDGE/JEROME PARK,"3130 IRWIN AVENUE, 9G",190000,1/30/20
MELROSE/CONCOURSE,371 EAST 159 STREET,717060,1/30/20
MORRIS PARK/VAN NEST,1626 LURTING,725000,1/30/20
MORRISANIA/LONGWOOD,915 AVENUE ST JOHN,200000,1/30/20
MOTT HAVEN/PORT MORRIS,"225 EAST 138 STREET, 503",496860,1/30/20
PARKCHESTER,"2220 EAST TREMONT AVE, 3B",170000,1/30/20
PARKCHESTER,"1641 METROPOLITAN AVE, 3E",170000,1/30/20
PARKCHESTER,"1605 METROPOLITAN AVE, 3F",120000,1/30/20
PELHAM PARKWAY NORTH,2462 WILLIAMSBRIDGE ROAD,10,1/30/20
PELHAM PARKWAY SOUTH,2166 HONE AVENUE,880000,1/30/20
RIVERDALE,645 WEST 252ND STREET,2437500,1/30/20
RIVERDALE,"3512 OXFORD AVENUE, 1E",249000,1/30/20
RIVERDALE,"5700 ARLINGTON AVENUE, 18S",292000,1/30/20
RIVERDALE,"5800 ARLINGTON AVENUE, 22W",360000,1/30/20
SCHUYLERVILLE/PELHAM BAY,2040 CONTINENTAL AVENUE,10,1/30/20
SOUNDVIEW,163 STEPHENS AVENUE,296000,1/30/20
THROGS NECK,"81B EDGEWATER PARK, 81B",180000,1/30/20
THROGS NECK,246 LONGSTREET AVE,350000,1/30/20
THROGS NECK,2827 COLLIS PLACE,570000,1/30/20
THROGS NECK,N/A SHORE DRIVE,350000,1/30/20
WAKEFIELD,4627 BRONX BOULEVARD,365000,1/30/20
WAKEFIELD,4820 BARNES AVENUE,999343,1/30/20
WAKEFIELD,4822 BARNES AVENUE,886015,1/30/20
WAKEFIELD,4824 BARNES AVENUE,886015,1/30/20
WAKEFIELD,4826 BARNES AVENUE,886015,1/30/20
WAKEFIELD,4828 BARNES AVENUE,989040,1/30/20
WAKEFIELD,4320 BRONX BOULEVARD,2650000,1/30/20
WESTCHESTER,1521 BENSON STREET,800000,1/30/20
WILLIAMSBRIDGE,859 EAST 223 STREET,650000,1/30/20
WILLIAMSBRIDGE,857 EAST 223 STREET,650000,1/30/20
WILLIAMSBRIDGE,710 EAST 221 STREET,350000,1/30/20
BATHGATE,4455 PARK AVENUE,458000,1/31/20
BATHGATE,417 EAST 180 STREET,224015,1/31/20
BAYCHESTER,3996 ROMBOUTS AVENUE,459900,1/31/20
BEDFORD PARK/NORWOOD,308 EAST 206TH STREET,800000,1/31/20
BRONXDALE,3387 WALLACE AVENUE,217628,1/31/20
BRONXDALE,"829 ADEE AVENUE, 3N",105000,1/31/20
COUNTRY CLUB,3257 LUCERNE ST,550000,1/31/20
CROTONA PARK,1822 WATERLOO PLACE,625000,1/31/20
CROTONA PARK,1821 MOHEGAN AVE,630000,1/31/20
EAST TREMONT,1981 PROSPECT AVE,675000,1/31/20
HIGHBRIDGE/MORRIS HEIGHTS,1415 NELSON AVENUE,765000,1/31/20
HIGHBRIDGE/MORRIS HEIGHTS,"136 WEST 168TH STREET, 2E",31275,1/31/20
KINGSBRIDGE HTS/UNIV HTS,190 WEST 180 STREET,180000,1/31/20
MORRISANIA/LONGWOOD,1244 REV JAMES POLITE AVE,830000,1/31/20
MORRISANIA/LONGWOOD,"3044 3 AVENUE, 4C",320000,1/31/20
MOTT HAVEN/PORT MORRIS,460 CONCORD AVENUE,867000,1/31/20
PARKCHESTER,1344 PURDY STREET,775000,1/31/20
PARKCHESTER,"1920 MCGRAW AVENUE, 1B",170000,1/31/20
PARKCHESTER,"1700 METROPOLITAN AVENUE, MF",180000,1/31/20
PELHAM GARDENS,1555 WARING AVENUE,640000,1/31/20
SCHUYLERVILLE/PELHAM BAY,1410 BALCOM AVENUE,545000,1/31/20
SCHUYLERVILLE/PELHAM BAY,"1874 PELHAM PARKWAY SOUTH, 3S",110000,1/31/20
SCHUYLERVILLE/PELHAM BAY,3289 WESTCHESTER AVENUE,1650000,1/31/20
THROGS NECK,164 KEARNEY AVENUE,438155,1/31/20
THROGS NECK,763 EDISON AVENUE,515000,1/31/20
THROGS NECK,"24 PENNYFIELD AVENUE, 1E",334519,1/31/20
WILLIAMSBRIDGE,1039 EAST 215 STREET,550000,1/31/20
WILLIAMSBRIDGE,861 EAST 217 STREET,1,2/1/20
BEDFORD PARK/NORWOOD,2971 DECATUR AVENUE,635000,2/3/20
BRONXDALE,"2925 MATTHEWS AVENUE, 2G",115000,2/3/20
CASTLE HILL/UNIONPORT,2104 LACOMBE AVENUE,380000,2/3/20
CITY ISLAND,464 KING AVENUE,1275000,2/3/20
MELROSE/CONCOURSE,1230 COLLEGE AVENUE,665000,2/3/20
PARKCHESTER,"1604 METROPOLITAN AVENUE, MF",180000,2/3/20
PARKCHESTER,"2120 EAST TREMONT AVENUE, 2C",170000,2/3/20
PELHAM PARKWAY NORTH,2515 COLDEN AVENUE,631452,2/3/20
RIVERDALE,2631 ARLINGTON AVENUE,850000,2/3/20
SCHUYLERVILLE/PELHAM BAY,1531 HOLLYWOOD AVENUE,1170000,2/3/20
SOUNDVIEW,1326 LELAND AVENUE,960000,2/3/20
SOUNDVIEW,"820 BOYNTON AVENUE, 14F",297189,2/3/20
SOUNDVIEW,1841 LACOMBE AVENUE,169350,2/3/20
THROGS NECK,"79 POPLAR AVENUE, PH",141000,2/3/20
THROGS NECK,"34 POPLAR AVENUE, 34",275000,2/3/20
WAKEFIELD,922 EAST 241 STREET,640000,2/3/20
WAKEFIELD,664 EAST 243 STREET,17974,2/3/20
WAKEFIELD,660 EAST 243 STREET,17974,2/3/20
WILLIAMSBRIDGE,3813 LACONIA AVENUE,310000,2/3/20
WILLIAMSBRIDGE,659 EAST 229TH STREET,415000,2/3/20
WILLIAMSBRIDGE,821 EAST 215 STREET,375180,2/3/20
BAYCHESTER,1131 GRENADA PLACE,475000,2/4/20
BRONXDALE,763A NORTH OAK DRIVE,850000,2/4/20
EAST TREMONT,2001 MARMION AVENUE,7511000,2/4/20
FIELDSTON,"255 FIELDSTON TERRACE, 3C",399000,2/4/20
KINGSBRIDGE HTS/UNIV HTS,"2630 KINGSBRIDGE TERRACE, 2Z",180000,2/4/20
KINGSBRIDGE/JEROME PARK,2709 KINGSBRIDGE TERRACE,700000,2/4/20
MORRISANIA/LONGWOOD,917 EAGLE AVENUE,5054200,2/4/20
MOTT HAVEN/PORT MORRIS,492 EAST 138 STREET,3751800,2/4/20
MOTT HAVEN/PORT MORRIS,494 EAST 138 STREET,3611200,2/4/20
MOTT HAVEN/PORT MORRIS,416 EAST 138 STREET,4329000,2/4/20
PARKCHESTER,1940 MCGRAW AVE,650000,2/4/20
PARKCHESTER,"1554 UNIONPORT ROAD, 7B",180000,2/4/20
PARKCHESTER,"1510 UNIONPORT ROAD, 4G",180000,2/4/20
RIVERDALE,359 262ND STREET,540000,2/4/20
RIVERDALE,"555 KAPPOCK STREET, 2G",325000,2/4/20
SOUNDVIEW,1329 HARDING PARK,377290,2/4/20
SOUNDVIEW,"864 LELAND AVENUE, 35A",264180,2/4/20
WAKEFIELD,4114 BOYD AVENUE,679965,2/4/20
WAKEFIELD,4118 BOYD AVENUE,679965,2/4/20
WAKEFIELD,4735 WHITE PLAINS ROAD,1170000,2/4/20
WESTCHESTER,1750 SEDDON STREET,434400,2/4/20
WILLIAMSBRIDGE,1017 EAST 221 STREET,750000,2/4/20
WILLIAMSBRIDGE,761 EAST 231 STREET,10,2/4/20
BEDFORD PARK/NORWOOD,"190 EAST MOSHOLU PARKWAY SOUTH, 5E",91500,2/5/20
BRONXDALE,1003 ADEE AVENUE,245000,2/5/20
BRONXDALE,"829 ADEE AVENUE, 5N",98000,2/5/20
BRONXDALE,"2244 BRONX PARK EAST, 6E",109000,2/5/20
EAST TREMONT,813 ELSMERE PLACE,410000,2/5/20
KINGSBRIDGE/JEROME PARK,3819 ORLOFF AVENUE,420000,2/5/20
PARKCHESTER,"1970 EAST TREMONT AVENUE, 6H",265000,2/5/20
PELHAM PARKWAY NORTH,1106 ALLERTON AVENUE,340000,2/5/20
RIVERDALE,"5700 ARLINGTON AVENUE, 6J",529000,2/5/20
RIVERDALE,"5800 ARLINGTON AVE, 20K",230000,2/5/20
SCHUYLERVILLE/PELHAM BAY,2879 EAST 195 STREET,983889,2/5/20
SOUNDVIEW,1259 FTELEY AVE,720000,2/5/20
BEDFORD PARK/NORWOOD,3530 DEKALB AVENUE,8048773,2/6/20
CASTLE HILL/UNIONPORT,1044 VIRGINIA AVENUE,475000,2/6/20
COUNTRY CLUB,3266 WATERBURY AVE,170000,2/6/20
FORDHAM,300 EAST 184 STREET,638600,2/6/20
HIGHBRIDGE/MORRIS HEIGHTS,1860 BILLINGSLEY TERRACE,8166600,2/6/20
MOTT HAVEN/PORT MORRIS,432 CONCORD AVENUE,500000,2/6/20
MOTT HAVEN/PORT MORRIS,"225 EAST 138 STREET, 506",500916,2/6/20
MOUNT HOPE/MOUNT EDEN,1515 GRAND CONCOURSE,13757983,2/6/20
PARKCHESTER,636 BAKER AVENUE,278850,2/6/20
PARKCHESTER,"1370 VIRGINIA AVENUE, 6E",185000,2/6/20
RIVERDALE,4675 DODGEWOOD ROAD,2200000,2/6/20
RIVERDALE,"4705 HENRY HUDSON PARKWAY, 10F",245000,2/6/20
SOUNDVIEW,1748 LACOMBE AVENUE,685000,2/6/20
SOUNDVIEW,1491-1493 WATSON AVENUE,7100000,2/6/20
SOUNDVIEW,1126-1130 EVERGREEN AVENUE,7900000,2/6/20
SOUNDVIEW,1908 PATTERSON AVENUE,800000,2/6/20
THROGS NECK,692 BRUSH AVENUE,790000,2/6/20
WAKEFIELD,4457 MONTICELLO AVENUE,360000,2/6/20
WAKEFIELD,1729 NEREID AVENUE,565000,2/6/20
WAKEFIELD,4621 FURMAN AVENUE,550000,2/6/20
WAKEFIELD,4411 MURDOCK AVENUE,570000,2/6/20
WAKEFIELD,4619 FURMAN AVENUE,575000,2/6/20
WESTCHESTER,1235 ZEREGA,4200000,2/6/20
WILLIAMSBRIDGE,937 EAST 220TH STREET,655000,2/6/20
BAYCHESTER,3054 FENTON AVENUE,387000,2/7/20
BELMONT,739 EAST 183 STREET,375000,2/7/20
CITY ISLAND,37 BAY STREET,417500,2/7/20
EAST TREMONT,N/A CROTONA AVENUE,110000,2/7/20
FIELDSTON,"255 FIELDSTON TERRACE, 3A",193000,2/7/20
MORRISANIA/LONGWOOD,1054 HALL PLACE,360000,2/7/20
MORRISANIA/LONGWOOD,959 EAST 156 STREET,920000,2/7/20
PARKCHESTER,"7 METROPOLITAN OVAL, 6G",285000,2/7/20
PELHAM GARDENS,1530 MACE AVENUE,1100000,2/7/20
PELHAM PARKWAY NORTH,1478 ASTOR AVENUE,630000,2/7/20
PELHAM PARKWAY NORTH,2536 BOSTON ROAD,510000,2/7/20
RIVERDALE,"601 KAPPOCK STREET, 1A",150579,2/7/20
RIVERDALE,"474 WEST 238TH STREET, 2A3A",600000,2/7/20
SCHUYLERVILLE/PELHAM BAY,2931 BRUCKNER BOULEVARD,1100000,2/7/20
SOUNDVIEW,659 SAINT LAWRENCE AVENUE,689000,2/7/20
WAKEFIELD,4635 BRONX BOULEVARD,458000,2/7/20
WILLIAMSBRIDGE,946 EAST 225 STREET,560000,2/7/20
WILLIAMSBRIDGE,3602 HOLLAND AVENUE,810000,2/7/20
WILLIAMSBRIDGE,"749 EAST 231ST ST, 3H",120000,2/7/20
CASTLE HILL/UNIONPORT,2067 CHATTERTON AVENUE,500,2/10/20
CASTLE HILL/UNIONPORT,2053 WATSON AVENUE,800000,2/10/20
COUNTRY CLUB,"1530 BAY VIEW AVENUE, 1-3",281000,2/10/20
HUNTS POINT,N/A CASANOVA STREET,4250000,2/10/20
HUNTS POINT,1220 SPOFFORD AVENUE,4250000,2/10/20
HUNTS POINT,660 CASANOVA STREET,4250000,2/10/20
MORRIS PARK/VAN NEST,1913 BARNES AVENUE,10,2/10/20
MORRISANIA/LONGWOOD,580 EAST 166TH STREET,661865,2/10/20
MORRISANIA/LONGWOOD,711B SOUTHERN BOULEVARD,690000,2/10/20
MORRISANIA/LONGWOOD,"1242 PROSPECT AVENUE, 3D",205000,2/10/20
MORRISANIA/LONGWOOD,"1349 FRANKLIN AVENUE, 1A",103428,2/10/20
MORRISANIA/LONGWOOD,"1349 FRANKLIN AVENUE, PK5",103428,2/10/20
PARKCHESTER,"1430 THIERIOT AVENUE, 6G",170000,2/10/20
RIVERDALE,312 WEST 261ST STREET,680000,2/10/20
RIVERDALE,"3755 HENRY HUDSON PKWY, 12B",193500,2/10/20
SCHUYLERVILLE/PELHAM BAY,1418 GILLESPIE AVENUE,445000,2/10/20
SOUNDVIEW,"821 UNDERHILL AVENUE, 4C",199000,2/10/20
WAKEFIELD,4353 EDSON AVENUE,645000,2/10/20
WESTCHESTER,1513 PARKER STREET,688000,2/10/20
BAYCHESTER,3027 WICKHAM AVENUE,377000,2/11/20
BAYCHESTER,3207 MICKLE AVENUE,549000,2/11/20
BRONXDALE,673 ALLERTON AVENUE,3750000,2/11/20
EAST TREMONT,2067 HONEYWELL AVENUE,700570,2/11/20
KINGSBRIDGE/JEROME PARK,"75 WEST 238 STREET, 4L",145000,2/11/20
MORRISANIA/LONGWOOD,1389 CLINTON AVENUE,475000,2/11/20
PARKCHESTER,"1919 MCGRAW AVENUE, 5H",265000,2/11/20
PELHAM PARKWAY NORTH,2561 YOUNG AVENUE,625000,2/11/20
RIVERDALE,"3901 INDEPENDENCE AVENUE, 2K",115000,2/11/20
RIVERDALE,"5601 RIVERDALE AVENUE, 7C",199000,2/11/20
RIVERDALE,"5601 RIVERDALE AVENUE, 5R/S",400000,2/11/20
SOUNDVIEW,1114 HARDING PARK,435000,2/11/20
SOUNDVIEW,1785 PATTERSON AVE,742000,2/11/20
SOUNDVIEW,530 TAYLOR AVENUE,680000,2/11/20
THROGS NECK,165 CALHOUN AVENUE,414000,2/11/20
WESTCHESTER,1720 ST PETERS AVENUE,525000,2/11/20
WILLIAMSBRIDGE,1030 EAST 222ND STREET,690000,2/11/20
BAYCHESTER,1135 EAST 214TH STREET,470000,2/12/20
BAYCHESTER,3330 PEARSALL AVENUE,1,2/12/20
BEDFORD PARK/NORWOOD,"333 EAST 209TH STREET, 19",20000,2/12/20
BEDFORD PARK/NORWOOD,"3400 WAYNE AVENUE, B12",145000,2/12/20
CASTLE HILL/UNIONPORT,2237 BRUCKNER BLVD,800000,2/12/20
CITY ISLAND,187 REVILLE STREET,475000,2/12/20
CITY ISLAND,N/A REVILLE STREET,475000,2/12/20
COUNTRY CLUB,3227 WATERBURY AVENUE,710000,2/12/20
COUNTRY CLUB,1030 THROGMORTON AVENUE,765000,2/12/20
FIELDSTON,"255 FIELDSTON TERRACE, 5K",258555,2/12/20
KINGSBRIDGE/JEROME PARK,3835 BAILEY AVENUE,739809,2/12/20
KINGSBRIDGE/JEROME PARK,3418 TIBBETT AVENUE,10,2/12/20
MORRISANIA/LONGWOOD,1434 VYSE AVENUE,125000,2/12/20
MOTT HAVEN/PORT MORRIS,448 EAST 141 STREET,900000,2/12/20
PARKCHESTER,1369 LELAND AVENUE,800000,2/12/20
PARKCHESTER,"1922 MCGRAW AVENUE, 3G",149999,2/12/20
PARKCHESTER,"1590 UNIONPORT ROAD, 3G",140000,2/12/20
PELHAM PARKWAY SOUTH,2136 WILLIAMSBRIDGE ROAD,975000,2/12/20
RIVERDALE,"555 KAPPOCK STREET, 17A",185000,2/12/20
RIVERDALE,"525 WEST 235 STREET, 4J",160000,2/12/20
RIVERDALE,"5800 ARLINGTON AVENUE, 6-O",160000,2/12/20
SOUNDVIEW,1263 ROSEDALE AVENUE,735000,2/12/20
SOUNDVIEW,"207 SUNSET BOULEVARD, 9207B",12000,2/12/20
THROGS NECK,962 EDISON AVENUE,560000,2/12/20
WAKEFIELD,630 EAST 237 STREET,450000,2/12/20
WESTCHESTER,1248 HAVEMEYER AVENUE,476580,2/12/20
WILLIAMSBRIDGE,845 E 219TH STREET,620000,2/12/20
WILLIAMSBRIDGE,"749 EAST 231ST STREET, 5B",169000,2/12/20
BAYCHESTER,2944 MICKLE AVENUE,539000,2/13/20
BAYCHESTER,3883 AMUNDSON AVENUE,225000,2/13/20
BAYCHESTER,3964 SETON AVENUE,580000,2/13/20
BRONXDALE,2935 THROOP AVENUE,610000,2/13/20
BRONXDALE,2726 HOLLAND AVENUE,610000,2/13/20
CASTLE HILL/UNIONPORT,2065 CICERO AVENUE,635000,2/13/20
CROTONA PARK,1521 BRYANT AVENUE,425000,2/13/20
EAST TREMONT,1111 EAST TREMONT AVENUE,735897,2/13/20
KINGSBRIDGE HTS/UNIV HTS,2052 HARRISON AVENUE,608000,2/13/20
KINGSBRIDGE HTS/UNIV HTS,2119 GRAND AVENUE,950000,2/13/20
KINGSBRIDGE/JEROME PARK,226 WEST 242ND ST,9690000,2/13/20
KINGSBRIDGE/JEROME PARK,"3850 SEDGWICK AVENUE, 14C",185000,2/13/20
MELROSE/CONCOURSE,370 EAST 158 STREET,600000,2/13/20
MORRIS PARK/VAN NEST,910 RHINELANDER AVENUE,10,2/13/20
MORRISANIA/LONGWOOD,"1019 LONGWOOD AVENUE, 2A",20970,2/13/20
PARKCHESTER,"1430 THIERIOT AVENUE, 1J",127000,2/13/20
PELHAM PARKWAY NORTH,2427 YOUNG AVENUE,620000,2/13/20
PELHAM PARKWAY SOUTH,"2079 WALLACE AVENUE, 444",300000,2/13/20
PELHAM PARKWAY SOUTH,"2079 WALLACE AVENUE, 566",300000,2/13/20
PELHAM PARKWAY SOUTH,"2079 WALLACE AVENUE, 474",300000,2/13/20
PELHAM PARKWAY SOUTH,"2156 CRUGER AVE, 4L",70879,2/13/20
RIVERDALE,"3818 JOHNSON AVENUE, H",285000,2/13/20
RIVERDALE,"2601 HENRY HUDSON PARKWAY, 7E",275000,2/13/20
RIVERDALE,"5800 ARLINGTON AVENUE, 2M",263000,2/13/20
RIVERDALE,"5800 ARLINGTON AVENUE, 8V",400000,2/13/20
RIVERDALE,"5900 ARLINGTON AVENUE, 8C",500000,2/13/20
THROGS NECK,"31 HOLLY PLACE, 31",415000,2/13/20
WILLIAMSBRIDGE,3827 CARPENTER AVENUE,650000,2/13/20
BAYCHESTER,2915 TIEMANN AVENUE,675500,2/14/20
BAYCHESTER,4045 WILDER AVENUE,770000,2/14/20
BRONXDALE,"610 WARING AVENUE, 2S",255000,2/14/20
CASTLE HILL/UNIONPORT,440 CASTLE HILL AVENUE,660000,2/14/20
CITY ISLAND-PELHAM STRIP,95 PARK DRIVE,999000,2/14/20
COUNTRY CLUB,1162 ELLSWORTH AVENUE,740000,2/14/20
HIGHBRIDGE/MORRIS HEIGHTS,122 WEST 175 STREET,605000,2/14/20
HIGHBRIDGE/MORRIS HEIGHTS,"100 WEST 162ND ST, 5B",108708,2/14/20
KINGSBRIDGE HTS/UNIV HTS,"2 FORDHAM HILL OVAL, 6F",255000,2/14/20
KINGSBRIDGE HTS/UNIV HTS,"9 FORDHAM HILL OVAL, 2D",170000,2/14/20
KINGSBRIDGE/JEROME PARK,"2835 WEBB AVENUE, 2F",197639,2/14/20
KINGSBRIDGE/JEROME PARK,"3311 GILES PLACE, 5J",259555,2/14/20
KINGSBRIDGE/JEROME PARK,"2796 SEDGWICK AVENUE, 4C",349000,2/14/20
KINGSBRIDGE/JEROME PARK,"2796 SEDGWICK AVENUE, PK-16",349000,2/14/20
MORRISANIA/LONGWOOD,1167 VYSE AVENUE,437500,2/14/20
MORRISANIA/LONGWOOD,1147 VYSE AVENUE,437500,2/14/20
MOUNT HOPE/MOUNT EDEN,2030 MORRIS AVENUE,790000,2/14/20
PARKCHESTER,"44 METROPOLITAN OVAL, 6B",179000,2/14/20
PELHAM PARKWAY SOUTH,"2190 BOSTON ROAD, 2J",165000,2/14/20
RIVERDALE,"5645 NETHERLAND AVENUE, 3A",245000,2/14/20
SCHUYLERVILLE/PELHAM BAY,2855 MIDDLETOWN ROAD,515000,2/14/20
SOUNDVIEW,1217 MANOR AVENUE,536000,2/14/20
THROGS NECK,184 PENNYFIELD AVENUE,445000,2/14/20
THROGS NECK,4378 LOCUST POINT DRIVE,459000,2/14/20
THROGS NECK,3114 EGER PLACE,555000,2/14/20
WILLIAMSBRIDGE,971 EAST 221 STREET,365000,2/14/20
PELHAM PARKWAY NORTH,2500 WILLIAMSBRIDGE ROAD,925000,2/17/20
WESTCHESTER,2440 EAST TREMONT AVENUE,580000,2/17/20
BEDFORD PARK/NORWOOD,"2965 DECATUR AVENUE, 1E",135000,2/18/20
CASTLE HILL/UNIONPORT,2265 BRUCKNER BOULEVARD,615000,2/18/20
FORDHAM,2483 ELM PLACE,100,2/18/20
KINGSBRIDGE/JEROME PARK,281 WEST 234 STREET,903398,2/18/20
MORRISANIA/LONGWOOD,669 JEFFERSON PLACE,700000,2/18/20
MORRISANIA/LONGWOOD,1361 PROSPECT AVENUE,621133,2/18/20
PARKCHESTER,"1725 PURDY STREET, 5H",115000,2/18/20
RIVERDALE,"510 KAPPOCK STREET, 1C",230000,2/18/20
RIVERDALE,"620 WEST 239 STREET, 6D",205000,2/18/20
SOUNDVIEW,1840 WESTCHESTER AVENUE,1625000,2/18/20
THROGS NECK,3237 GLENNON PLACE,445000,2/18/20
WILLIAMSBRIDGE,946 EAST 224 STREET,320000,2/18/20
WILLIAMSBRIDGE,776 EAST 213TH STREET,450000,2/18/20
BAYCHESTER,1145 EAST 214 STREET,595000,2/19/20
BAYCHESTER,N/A EAST 215 STREET,595000,2/19/20
BAYCHESTER,3957 PROVOST AVENUE,1900000,2/19/20
BAYCHESTER,N/A MULVEY AVENUE,300000,2/19/20
BEDFORD PARK/NORWOOD,3185 HULL AVENUE,550000,2/19/20
BELMONT,2483 ARTHUR AVENUE,2300000,2/19/20
BRONXDALE,2728 HONE AVENUE,755000,2/19/20
BRONXDALE,"610 WARING, 4C",84500,2/19/20
CASTLE HILL/UNIONPORT,944 CASTLE HILL AVENUE,406000,2/19/20
MELROSE/CONCOURSE,"825 WALTON AVENUE, 2A",249000,2/19/20
MORRIS PARK/VAN NEST,1115 RHINELANDER AVENUE,675000,2/19/20
MOTT HAVEN/PORT MORRIS,325 CONCORD AVENUE,600000,2/19/20
PARKCHESTER,"28 METROPOLITAN OVAL, 2C",266000,2/19/20
PELHAM PARKWAY NORTH,2436 THROOP AVENUE,355000,2/19/20
PELHAM PARKWAY NORTH,2440 THROOP AVENUE,305000,2/19/20
PELHAM PARKWAY NORTH,2444 THROOP AVENUE,355000,2/19/20
RIVERDALE,"55 KNOLLS CRESCENT, 4E",68425,2/19/20
RIVERDALE,"4555 HENRY HUDSON PARKWAY, A1107",410000,2/19/20
SOUNDVIEW,213 NEWMAN AVENUE,498750,2/19/20
SOUNDVIEW,1144 WHEELER AVENUE,925000,2/19/20
THROGS NECK,2866 LAMPORT PLACE,815000,2/19/20
THROGS NECK,N/A LAMPORT PLACE,815000,2/19/20
BAYCHESTER,2952 MICKLE AVE,515000,2/20/20
BRONXDALE,3326 HONE AVENUE,470000,2/20/20
COUNTRY CLUB,1605 STADIUM AVENUE,650000,2/20/20
EAST TREMONT,1121 EAST TREMONT AVENUE,700000,2/20/20
KINGSBRIDGE HTS/UNIV HTS,2605 DAVIDSON AVENUE,735000,2/20/20
MORRIS PARK/VAN NEST,1843 PAULDING AVENUE,650000,2/20/20
RIVERDALE,"2727 PALISADE AVENUE, 15J",700000,2/20/20
RIVERDALE,"3601 JOHNSON AVENUE, LE",145000,2/20/20
SCHUYLERVILLE/PELHAM BAY,1243 HOBART AVENUE,595000,2/20/20
SCHUYLERVILLE/PELHAM BAY,2890 DUDLEY AVENUE,580000,2/20/20
SCHUYLERVILLE/PELHAM BAY,1822 EDISON AVENUE,975000,2/20/20
SCHUYLERVILLE/PELHAM BAY,N/A EDISON AVENUE,975000,2/20/20
SOUNDVIEW,535 BEACH AVE,498000,2/20/20
THROGS NECK,"13 PENNYFIELD AVENUE, 13-2",435000,2/20/20
THROGS NECK,"7 PENNYFIELD AVENUE, GAR7",435000,2/20/20
VAN CORTLANDT PARK,"6035 BROADWAY, 2F",137000,2/20/20
WAKEFIELD,4384 CARPENTER AVENUE,440000,2/20/20
WESTCHESTER,1519 BENSON STREET,690000,2/20/20
WILLIAMSBRIDGE,687 EAST 219TH STREET,783050,2/20/20
WILLIAMSBRIDGE,835 EAST 226 STREET,770000,2/20/20
WILLIAMSBRIDGE,"814A TILDEN STREET, 1K",49974,2/20/20
BRONXDALE,902 MAGENTA STREET,800000,2/21/20
CASTLE HILL/UNIONPORT,1960 CROSS BRONX EXPWY,680000,2/21/20
CITY ISLAND,"238 BOWNE STREET, 254-B",390466,2/21/20
FORDHAM,2537 DECATUR AVENUE,6850000,2/21/20
HIGHBRIDGE/MORRIS HEIGHTS,1513 POPHAM AVENUE,635000,2/21/20
KINGSBRIDGE HTS/UNIV HTS,"4 FORDHAM HILL OVAL, 10G",262000,2/21/20
KINGSBRIDGE HTS/UNIV HTS,"5 FORDHAM HILL OVAL, 10D",95000,2/21/20
MOTT HAVEN/PORT MORRIS,"305 EAST 140TH STREET, 3C",810000,2/21/20
PARKCHESTER,"1430 THIERIOT AVENUE, 5J",129000,2/21/20
PARKCHESTER,"2130 EAST TREMONT AVENUE, 2F",246000,2/21/20
RIVERDALE,"555 KAPPOCK STREET, 22U",175000,2/21/20
RIVERDALE,"629 KAPPOCK STREET, 6L",168500,2/21/20
RIVERDALE,"5644 NETHERLAND AVENUE, 5D",180500,2/21/20
SOUNDVIEW,1245 FTELEY AVENUE,615000,2/21/20
