NEIGHBORHOOD,ADDRESS,Sale_Price,SALE_DATE
ELMHURST,"83-60 VIETOR AVENUE, 2E",1230000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 1L",1230000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 1E",1230000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 6R",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 5K",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 5D",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 4E",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 4B",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 3C",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 3B",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 3A",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 2A",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 1J",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 1H",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 1G",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 6M",1230000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 5R",1230000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 5B",1230000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 4D",1230000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 4H",1230000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 2D",1230000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 5L",820000,1/30/20
ELMHURST,"83-60 VIETOR AVENUE, 2J",820000,1/30/20
ELMHURST,"45-16 83RD STREET, E-3C",538145,1/30/20
FAR ROCKAWAY,16-15 PLAINVIEW AVENUE,407500,1/30/20
FAR ROCKAWAY,N/A JARVIS AVENUE,400000,1/30/20
FLORAL PARK,85-50 257TH STREET,529000,1/30/20
FLORAL PARK,87-26 259TH STREET,745000,1/30/20
FLUSHING-NORTH,149-29 46 AVE,1438000,1/30/20
FLUSHING-NORTH,"133-27 39TH AVENUE, 10A",804265,1/30/20
FLUSHING-NORTH,"133-27 39TH AVENUE, 10B",699018,1/30/20
FLUSHING-NORTH,"132-03 SANFORD AVENUE, 5-B",595000,1/30/20
FLUSHING-NORTH,"41-40 UNION STREET, 11-J",510000,1/30/20
FLUSHING-NORTH,"42-31 COLDEN STREET, R6E",730000,1/30/20
FLUSHING-NORTH,147-08 BAYSIDE AVENUE,1500000,1/30/20
FLUSHING-SOUTH,137-62 70TH ROAD,750000,1/30/20
FLUSHING-SOUTH,14728 78TH AVENUE,830000,1/30/20
FLUSHING-SOUTH,69-40 173RD STREET,780000,1/30/20
FLUSHING-SOUTH,"144-20 77TH ROAD, 2A",205000,1/30/20
FOREST HILLS,67-121 BURNS STREET,738000,1/30/20
FOREST HILLS,"102-25 67 ROAD, 4C",275000,1/30/20
GLEN OAKS,"254-27 74TH AVE, GV64H",405000,1/30/20
GLENDALE,"83-77 WOODHAVEN BLVD, LB8",275000,1/30/20
GLENDALE,64-16 MYRTLE AVENUE,875000,1/30/20
HOLLIS,93-60 204TH STREET,700000,1/30/20
HOLLIS,211-15 90TH COURT,516000,1/30/20
HOLLIS,104-23 192ND STREET,1,1/30/20
HOLLIS,104-03 209TH STREET,645000,1/30/20
HOLLIS,104-38 200TH STREET,750000,1/30/20
HOLLIS HILLS,80-45 214TH STREET,750000,1/30/20
HOLLIS HILLS,85-36 213 STREET,969000,1/30/20
HOWARD BEACH,"79-15 156TH AVENUE, 156",315000,1/30/20
JACKSON HEIGHTS,"33-15 81ST STREET, 4E",285000,1/30/20
JAMAICA ESTATES,184-31 CAMBRIDGE ROAD,1225000,1/30/20
KEW GARDENS,"83-74 TALBOT STREET, 1A",262000,1/30/20
KEW GARDENS,"83-84 116TH STREET, 1F",244000,1/30/20
KEW GARDENS,"83-55 LEFFERTS BLVD, 6D",180000,1/30/20
LAURELTON,221-12 130TH AVENUE,382000,1/30/20
LAURELTON,222-15 139 AVENUE,629000,1/30/20
LAURELTON,138-23 228TH STREET,438000,1/30/20
LITTLE NECK,"60-49 251 STREET, 776",235000,1/30/20
LONG ISLAND CITY,"11-12 44TH DRIVE, 3H",835000,1/30/20
LONG ISLAND CITY,"11-12 44TH DRIVE, PH3",2495000,1/30/20
LONG ISLAND CITY,"11-12 44TH DRIVE, PS6",2495000,1/30/20
MASPETH,50-27 63RD STREET,800000,1/30/20
MASPETH,60-20 60TH ROAD,960000,1/30/20
MASPETH,N/A 60TH ROAD,960000,1/30/20
MASPETH,60-67 54TH STREET,860000,1/30/20
MASPETH,49-01 GRAND AVENUE,3850000,1/30/20
MIDDLE VILLAGE,66-14 71ST STREET,780000,1/30/20
MIDDLE VILLAGE,6648 79TH ST,1035000,1/30/20
MIDDLE VILLAGE,"8605 60TH ROAD, 5D",117500,1/30/20
OAKLAND GARDENS,78-15 221ST STREET,999000,1/30/20
OZONE PARK,104-23 ROSITA ROAD,537500,1/30/20
OZONE PARK,94-23 77TH STREET,638000,1/30/20
QUEENS VILLAGE,93-08 215TH STREET,500000,1/30/20
QUEENS VILLAGE,8919 VANDERVEER STREET,540000,1/30/20
REGO PARK,"66-01 BURNS STREET, 6J",235000,1/30/20
REGO PARK,"63-36 99TH STREET, 3J",560038,1/30/20
RICHMOND HILL,102-13 87 AVENUE,885000,1/30/20
RICHMOND HILL,113-05 107 AVENUE,700000,1/30/20
RICHMOND HILL,129-04 91ST AVENUE,5000000,1/30/20
ROCKAWAY PARK,234 BEACH 100 STREET,390000,1/30/20
ROCKAWAY PARK,241 BEACH 118TH ST,866000,1/30/20
ROCKAWAY PARK,210 ROCKAWAY BEACH BLVD,780000,1/30/20
ROCKAWAY PARK,"118-20 OCEAN PROMENADE, 3C",375000,1/30/20
ROCKAWAY PARK,"118-20 OCEAN PROMENADE, P12",375000,1/30/20
ROSEDALE,220-19 145TH AVENUE,865000,1/30/20
SO. JAMAICA-BAISLEY PARK,146-09 119TH AVENUE,510000,1/30/20
SO. JAMAICA-BAISLEY PARK,119-10 INWOOD ST,698000,1/30/20
SO. JAMAICA-BAISLEY PARK,147-06 SUTTER AVENUE,427454,1/30/20
SO. JAMAICA-BAISLEY PARK,147-02 SUTTER AVE,625000,1/30/20
SOUTH OZONE PARK,114-14 131ST STREET,695000,1/30/20
SPRINGFIELD GARDENS,140-31 173RD STREET,200000,1/30/20
SPRINGFIELD GARDENS,134-03 CHENEY STREET,393250,1/30/20
ST. ALBANS,110-44 207TH STREET,380250,1/30/20
ST. ALBANS,188-25 KEESEVILLE AVE,250000,1/30/20
ST. ALBANS,116-21 199TH ST,696000,1/30/20
ST. ALBANS,197-15 120TH AVENUE,860000,1/30/20
WOODHAVEN,87-53 97 STREET,577000,1/30/20
WOODHAVEN,82-08 91ST AVENUE,640000,1/30/20
ARVERNE,429 BEACH 68TH STREET,460000,1/31/20
ARVERNE,134 MERIDIAN BLVD,890000,1/31/20
ASTORIA,21-18 41ST STREET,999999,1/31/20
ASTORIA,25-31 22ND STREET,1240000,1/31/20
ASTORIA,"2136 33RD ROAD, 4D",600000,1/31/20
ASTORIA,"33-52 CRESCENT STREET, 9A",475000,1/31/20
ASTORIA,"3110 28TH ROAD, 4D",575000,1/31/20
BAYSIDE,38-18 204TH STREET,820000,1/31/20
BAYSIDE,"199-20 19TH AVE, 1-9",282000,1/31/20
BAYSIDE,"216-17 48TH AVENUE, 3A",215000,1/31/20
BEECHHURST,"168-07 POWELLS COVE BLVD, 2",865000,1/31/20
BELLE HARBOR,545 BEACH 133RD STREET,855000,1/31/20
BELLEROSE,88-50 242ND STREET,727000,1/31/20
BREEZY POINT,"48 BEDFORD AVENUE, 287",435000,1/31/20
BRIARWOOD,"141-30 84 RD, 1D",160000,1/31/20
COLLEGE POINT,10-24 117TH STREET,570000,1/31/20
COLLEGE POINT,128-10 18TH AVENUE,830000,1/31/20
COLLEGE POINT,"3-09 127TH STREET, 3",780000,1/31/20
CORONA,108-15 49TH AVENUE,1250000,1/31/20
EAST ELMHURST,106-48 DITMARS BOULEVARD,980000,1/31/20
ELMHURST,"85-14 BROADWAY, 3R",240000,1/31/20
ELMHURST,"54-02 JUNCTION BOULEVARD, 4",590585,1/31/20
ELMHURST,"40-40 75TH STREET, 7A",575000,1/31/20
ELMHURST,"45-16 83RD STREET, E-6D",578875,1/31/20
ELMHURST,"94-30 58TH AVENUE, 6B",408000,1/31/20
ELMHURST,"54-02 JUNCTION BOULEVARD, P3",590585,1/31/20
FAR ROCKAWAY,431 BEACH 28TH STREET,750450,1/31/20
FAR ROCKAWAY,195 BEACH 29 STREET,365000,1/31/20
FLUSHING-NORTH,4537 163ST,19640,1/31/20
FLUSHING-NORTH,132-19 60 AVE,920000,1/31/20
FLUSHING-NORTH,"133-09 41ST ROAD, 3A",268000,1/31/20
FLUSHING-NORTH,"133-27 39TH AVENUE, 8D",680763,1/31/20
FLUSHING-NORTH,"133-27 39TH AVENUE, 10M",1183880,1/31/20
FLUSHING-NORTH,"142-25 37TH AVENUE, 3A",565000,1/31/20
FLUSHING-NORTH,"41-60 BOWNE STREET, 6B",490000,1/31/20
FLUSHING-NORTH,"140-22 BEECH AVE, 5C",630000,1/31/20
FOREST HILLS,6922 MANSE STREET,850000,1/31/20
FOREST HILLS,63 GROTON STREET,2920000,1/31/20
FOREST HILLS,"108-50 62 DRIVE, LB",170000,1/31/20
FOREST HILLS,"118-17 UNION TURNPIKE, 3J",196000,1/31/20
GLENDALE,81-05 MARGARET PLACE,67000,1/31/20
HOLLIS,186-27 HENDERSON AVENUE,575000,1/31/20
HOLLIS,90-63 209TH STREET,675000,1/31/20
HOWARD BEACH,158-23 82ND STREET,750000,1/31/20
HOWARD BEACH,73 BROADWAY,356420,1/31/20
HOWARD BEACH,159-29 99TH STREET,727200,1/31/20
HOWARD BEACH,N/A 102ND STREET,356420,1/31/20
HOWARD BEACH,"86-11 151ST AVENUE, 1G",375000,1/31/20
HOWARD BEACH,86-11 151ST AVENUE,285000,1/31/20
JACKSON HEIGHTS,22-24 92ND STREET,625000,1/31/20
JACKSON HEIGHTS,31-45 78TH STREET,384000,1/31/20
JACKSON HEIGHTS,31-12 93RD STREET,909190,1/31/20
JACKSON HEIGHTS,"77-12 35TH AVENUE, B45",610000,1/31/20
JACKSON HEIGHTS,"37-49 81ST STREET, 4E",227136,1/31/20
KEW GARDENS,84-32 130TH STREET,580000,1/31/20
LAURELTON,131-25 231ST STREET,585000,1/31/20
LAURELTON,229-05 139TH AVENUE,573000,1/31/20
LONG ISLAND CITY,"46-20 11TH STREET, 6E",1900000,1/31/20
LONG ISLAND CITY,"11-12 44TH DRIVE, 2G",1355000,1/31/20
LONG ISLAND CITY,"11-12 44TH DRIVE, 4B",910000,1/31/20
LONG ISLAND CITY,"22-18 JACKSON AVE, 308",1500000,1/31/20
LONG ISLAND CITY,"42-50 27TH STREET, 3C",1109893,1/31/20
LONG ISLAND CITY,"11-12 44TH DRIVE, PS18",910000,1/31/20
MASPETH,52-36 62ND STREET,870000,1/31/20
MASPETH,68-17 CLINTON AVE,1230000,1/31/20
MIDDLE VILLAGE,62-04 69TH LANE,680000,1/31/20
OAKLAND GARDENS,"219-48 74 AVENUE, 327A2",314000,1/31/20
OZONE PARK,8508 DUMONT AVENUE,510000,1/31/20
OZONE PARK,84-10 95TH AVE.,880000,1/31/20
OZONE PARK,134-15 SITKA STREET,633500,1/31/20
QUEENS VILLAGE,91-16 214TH STREET,490000,1/31/20
QUEENS VILLAGE,209-45 111TH ROAD,342000,1/31/20
QUEENS VILLAGE,92-49 222ND STREET,655000,1/31/20
QUEENS VILLAGE,220-17 109TH AVENUE,300000,1/31/20
REGO PARK,"64-85 SAUNDERS STREET, E3",460000,1/31/20
REGO PARK,"66-01 BURNS STREET, 3BB",242500,1/31/20
REGO PARK,"9940 63 ROAD, 7N",320000,1/31/20
REGO PARK,"102-30 QUEENS BLVD, 2M",288000,1/31/20
RICHMOND HILL,108-14 JAMAICA AVE,820000,1/31/20
RICHMOND HILL,130-13 97TH AVENUE,630000,1/31/20
RICHMOND HILL,101-49 123RD STREET,665000,1/31/20
RICHMOND HILL,102-11 135TH STREET,466667,1/31/20
ROCKAWAY PARK,162 BEACH 115TH ST,480000,1/31/20
ROSEDALE,229-15 EDGEWOOD AVENUE,245000,1/31/20
ROSEDALE,259-65 148TH AVENUE,875000,1/31/20
ROSEDALE,259-49 148TH DRIVE,730000,1/31/20
SO. JAMAICA-BAISLEY PARK,11645 141 STREET,271700,1/31/20
SO. JAMAICA-BAISLEY PARK,116-54 148 STREET,260000,1/31/20
SO. JAMAICA-BAISLEY PARK,155-52 115TH ROAD,315000,1/31/20
SOUTH JAMAICA,10921 167TH STREET,480000,1/31/20
SOUTH JAMAICA,111-67 147 STREET,530000,1/31/20
SOUTH OZONE PARK,114-27 125TH STREET,560000,1/31/20
SOUTH OZONE PARK,117-05 LINCOLN STREET,478900,1/31/20
SOUTH OZONE PARK,117-23 123RD STREET,560000,1/31/20
SOUTH OZONE PARK,135-45 126TH STREET,498750,1/31/20
SOUTH OZONE PARK,115-41 116 STREE,750000,1/31/20
SOUTH OZONE PARK,N/A LINCOLN STREET,478900,1/31/20
SPRINGFIELD GARDENS,191-10 NASHVILLE BOULEVARD,510000,1/31/20
ST. ALBANS,111-34 176 STREET,330000,1/31/20
ST. ALBANS,114-49 NEWBURGH,449400,1/31/20
ST. ALBANS,119-17 202ND STREET,595000,1/31/20
ST. ALBANS,191-19 116TH AVENUE,690000,1/31/20
WHITESTONE,140-09 14TH AVE,750000,1/31/20
WHITESTONE,"16-18 163RD STREET, 6343",280000,1/31/20
WOODHAVEN,87-06 85TH STREET,968000,1/31/20
WOODHAVEN,9221 92ND ST,450000,1/31/20
WOODSIDE,47-18 59TH PLACE,915000,1/31/20
WOODSIDE,33-31 60TH STREET,1,1/31/20
ARVERNE,412 BEACH 44 STREET,290005,2/3/20
ASTORIA,31-46 30TH STREET,1680000,2/3/20
ASTORIA,26-22 30 STREET,2000000,2/3/20
ASTORIA,25-28 30 DRIVE,200000,2/3/20
ASTORIA,"21-55 34TH AVENUE, 9A",390000,2/3/20
BAYSIDE,56-31 218TH STREET,845000,2/3/20
BAYSIDE,15-70 208TH STREET,1352500,2/3/20
BELLEROSE,8423 252ND STREET,735000,2/3/20
BRIARWOOD,"84-01 MAIN STREET, 506",210000,2/3/20
COLLEGE POINT,6-08 COLLEGE PLACE,700000,2/3/20
CORONA,110-03 34TH AVENUE,1165000,2/3/20
CORONA,"58-03 VAN CLEEF STREET, 3C",336205,2/3/20
CORONA,110-05 34TH AVENUE,1165000,2/3/20
CORONA,"99-30 59TH AVE, 1G",225000,2/3/20
ELMHURST,"45-11 82ND STREET, W-7J",773870,2/3/20
ELMHURST,"4239 JUDGE STREET, 1A",301158,2/3/20
ELMHURST,"4239 JUDGE STREET, 2A",254514,2/3/20
ELMHURST,"4239 JUDGE STREET, 2B",234234,2/3/20
ELMHURST,"4239 JUDGE STREET, 3A",254514,2/3/20
ELMHURST,"4239 JUDGE STREET, 3B",234234,2/3/20
ELMHURST,"4239 JUDGE STREET, 4A",254514,2/3/20
ELMHURST,"4239 JUDGE STREET, 4B",234234,2/3/20
ELMHURST,"4239 JUDGE STREET, 5A",254514,2/3/20
ELMHURST,"4239 JUDGE STREET, 5B",234234,2/3/20
ELMHURST,"4239 JUDGE STREET, 6A",491790,2/3/20
FAR ROCKAWAY,217 BEACH 13TH,740000,2/3/20
FLUSHING-NORTH,4541 169TH STREET,800000,2/3/20
FLUSHING-NORTH,156-06 46TH AVENUE,805000,2/3/20
FLUSHING-NORTH,144-29 38TH AVENUE,1780000,2/3/20
FLUSHING-NORTH,172-08 46TH AVENUE,995000,2/3/20
FLUSHING-NORTH,"2802 141 STREET, 1G",310000,2/3/20
FLUSHING-NORTH,"144-64 SANFORD AVENUE, 37",360000,2/3/20
FLUSHING-NORTH,"131-01 40TH ROAD, 9W",910049,2/3/20
FOREST HILLS,69-06 DARTMOUTH STREET,1500000,2/3/20
FRESH MEADOWS,67-49 198TH STREET,838500,2/3/20
GLENDALE,70-34 69TH STREET,830000,2/3/20
HOLLIS,183-05 BABYLON AVENUE,545000,2/3/20
HOLLIS,93-54 209TH STREET,800000,2/3/20
HOWARD BEACH,153-14 82 STREET,960000,2/3/20
HOWARD BEACH,"82-22 155TH AVENUE, 86",280000,2/3/20
HOWARD BEACH,"151-20 88TH STREET, 5K",240000,2/3/20
HOWARD BEACH,"151-35 84 ST, 5G",375000,2/3/20
JACKSON HEIGHTS,33-41 69TH STREET,1285000,2/3/20
JACKSON HEIGHTS,"34-10 94TH STREET, 4C",425000,2/3/20
JAMAICA,"170-40 HIGHLAND AVENUE, 108",80000,2/3/20
MASPETH,67-12 47TH AVENUE,980000,2/3/20
OZONE PARK,107-74 101 STREET,650000,2/3/20
OZONE PARK,107-87 100TH STREET,1050000,2/3/20
QUEENS VILLAGE,215-02 93RD AVENUE,810000,2/3/20
QUEENS VILLAGE,227-39 111TH AVENUE,620000,2/3/20
QUEENS VILLAGE,219-17 MURDOCK AVENUE,442900,2/3/20
QUEENS VILLAGE,218-13 100TH AVENUE,700000,2/3/20
RICHMOND HILL,97-22 107TH STREET,539900,2/3/20
SOUTH JAMAICA,108-01 FERN PL,430000,2/3/20
SOUTH JAMAICA,143-48 FERNDALE AVENUE,490000,2/3/20
SOUTH JAMAICA,111-28 147 STREET,560000,2/3/20
SOUTH JAMAICA,108-27 172ND STREET,680000,2/3/20
ST. ALBANS,110-21 172ND STREET,530000,2/3/20
ST. ALBANS,112-04 177TH STREET,175000,2/3/20
ST. ALBANS,114-77 175TH PLACE,513975,2/3/20
ST. ALBANS,115-60 197TH STREET,782500,2/3/20
WHITESTONE,146-38 20TH ROAD,790000,2/3/20
WHITESTONE,"160-47 17TH AVENUE, 6-376",265000,2/3/20
WOODHAVEN,9415 ATLANTIC AVE,465000,2/3/20
ARVERNE,341 BEACH 73 STREET,244000,2/4/20
BAYSIDE,57-25 228TH STREET,1388000,2/4/20
BEECHHURST,"166-26 POWELLS COVE BOULEVARD, 4B",390000,2/4/20
BRIARWOOD,"140-18 BURDEN CRESCENT, 611",340000,2/4/20
BRIARWOOD,"140-55 BURDEN CRESCENT, 6J",255000,2/4/20
BRIARWOOD,"84-01 MAIN STREET, 317",430000,2/4/20
COLLEGE POINT,N/A 119TH STREET,11000000,2/4/20
COLLEGE POINT,119-19 GRAHAM COURT,11000000,2/4/20
CORONA,35-33 101ST STREET,1420000,2/4/20
DOUGLASTON,50-28 245TH STREET,1060000,2/4/20
ELMHURST,"42-22 KETCHAM STREET, 9-D",256296,2/4/20
ELMHURST,"83-30 VIETOR AVE, 722",335000,2/4/20
ELMHURST,"87-10 51ST AVENUE, 6X",220000,2/4/20
FAR ROCKAWAY,13-16 MCBRIDE STREET,654987,2/4/20
FLUSHING-NORTH,"192-10A 39 AVENUE, 10A",260000,2/4/20
FLUSHING-NORTH,"43-10 KISSENA BLVD.,, 7A",430000,2/4/20
FLUSHING-NORTH,"4265 KISSENA BLVD, 307",300000,2/4/20
FLUSHING-NORTH,"32-05 LINDEN PLACE, D1",427000,2/4/20
FLUSHING-NORTH,"32-05 LINDEN PLACE, P8",3000,2/4/20
FOREST HILLS,93-07 69TH AVENUE,85000,2/4/20
FOREST HILLS,"114-20 QUEENS BOULEVARD, E1",395000,2/4/20
FOREST HILLS,9601 METROPOLITAN AVENUE,1425000,2/4/20
GLEN OAKS,"71-40 LITTLE NECK PARKWAY, 2NDFL",220000,2/4/20
GLENDALE,"83-15 98TH STREET, 4E",290000,2/4/20
HILLCREST,82-32 165TH STREET,722000,2/4/20
HOWARD BEACH,"156-29 80TH STREET, 296",200000,2/4/20
JACKSON HEIGHTS,25-06 73RD STREET,868000,2/4/20
JACKSON HEIGHTS,"34-15 74TH STREET, 3B",515000,2/4/20
JACKSON HEIGHTS,"35-30 73RD STREET, 3F",550000,2/4/20
JACKSON HEIGHTS,"76-07 DITMARS BOULEVARD, 1",407500,2/4/20
JAMAICA,102-11 REMINGTON ST,545000,2/4/20
JAMAICA,"172-70 HIGHLAND AVENUE, 7P",175000,2/4/20
JAMAICA ESTATES,176-44 80TH ROAD,1152500,2/4/20
KEW GARDENS,"45 KEW GARDENS ROAD, 5O",520000,2/4/20
KEW GARDENS,"123-40 83RD AVENUE, 8K",240000,2/4/20
LAURELTON,130-23 229TH STREET,585000,2/4/20
LAURELTON,133-18 227TH STREET,540000,2/4/20
LAURELTON,139-23 228TH STREET,715000,2/4/20
LITTLE NECK,"58-40 251ST STREET, 187",250000,2/4/20
LONG ISLAND CITY,"42-50 27TH STREET, 1A",631315,2/4/20
LONG ISLAND CITY,"21-22 45TH ROAD, 2",1318634,2/4/20
LONG ISLAND CITY,"21-22 45TH ROAD, 6",1206626,2/4/20
LONG ISLAND CITY,"42-50 27TH STREET, P4",631315,2/4/20
LONG ISLAND CITY,"42-50 27TH STREET, S17",631315,2/4/20
OAKLAND GARDENS,"220-27 67TH AVENUE, 117",450000,2/4/20
OAKLAND GARDENS,"220-28 67TH AVENUE, 2",268000,2/4/20
OAKLAND GARDENS,"21318 69 AVENUE, 252",181250,2/4/20
OAKLAND GARDENS,"219-60 75TH AVENUE, 231B1",342200,2/4/20
OZONE PARK,95-19 75TH STREET,995000,2/4/20
OZONE PARK,94-10 86TH STREET,551250,2/4/20
OZONE PARK,94-12 LINDEN BOULEVARD,527500,2/4/20
QUEENS VILLAGE,232-09 87TH AVENUE,100000,2/4/20
QUEENS VILLAGE,99-22 215 STREET,700000,2/4/20
QUEENS VILLAGE,103-13 SPRINGFIELD BLVD,575000,2/4/20
QUEENS VILLAGE,215-12 111 AVE,685000,2/4/20
QUEENS VILLAGE,99-20 215TH STREET,700000,2/4/20
SO. JAMAICA-BAISLEY PARK,115-30 147TH STREET,300000,2/4/20
SO. JAMAICA-BAISLEY PARK,126-42 147TH STREET,505000,2/4/20
SO. JAMAICA-BAISLEY PARK,130-35 149TH STREET,363004,2/4/20
SOUTH JAMAICA,107-02 GUY R BREWER BLVD,605000,2/4/20
SOUTH JAMAICA,108-32 172ND STREET,640000,2/4/20
SPRINGFIELD GARDENS,121-32 193RD STREET,450000,2/4/20
SPRINGFIELD GARDENS,174-51 128TH AVENUE,640000,2/4/20
SPRINGFIELD GARDENS,134-30 GARRETT STREET,100,2/4/20
WHITESTONE,6-03 149TH STREET,999000,2/4/20
WOODHAVEN,88-17 ELDERT LANE,685000,2/4/20
WOODHAVEN,8510 85TH ROAD,349800,2/4/20
WOODSIDE,"30-81 54TH STREET, 5A",252000,2/4/20
ASTORIA,"3185 CRESCENT STREET, 409",536000,2/5/20
ASTORIA,"3110 28TH ROAD, 2D",560000,2/5/20
BAYSIDE,43-13 220TH STREET,808000,2/5/20
BAYSIDE,206-53 46TH AVE,657500,2/5/20
BAYSIDE,222-38 GARLAND DRIVE,985000,2/5/20
BAYSIDE,50-35 CLOVERDALE BOULEVARD,4000000,2/5/20
BEECHHURST,162-11 12TH ROAD,1210000,2/5/20
BEECHHURST,"168-01 12TH AVE, 6D",415000,2/5/20
BRIARWOOD,"139-15 83RD AVENUE, 511",301000,2/5/20
CAMBRIA HEIGHTS,118-19 219TH STREET,540750,2/5/20
CORONA,108-42 49TH AVENUE,770000,2/5/20
DOUGLASTON,"242-63 61ST AVENUE, F11",255000,2/5/20
ELMHURST,"4202 LAYTON, 108",300000,2/5/20
ELMHURST,"56-16 SEABURY STREET, 2A",450000,2/5/20
ELMHURST,"45-16 83RD STREET, E-4J",580403,2/5/20
FAR ROCKAWAY,2518 DEERFIELD ROAD,307500,2/5/20
FAR ROCKAWAY,312 BEACH 31ST STREET,453000,2/5/20
FAR ROCKAWAY,29-50 OCEAN CREST BOULEVARD,246000,2/5/20
FLUSHING-NORTH,141-15 25TH ROAD,850000,2/5/20
FLUSHING-NORTH,142-18 BOOTH MEMORIAL AVENUE,1130000,2/5/20
FLUSHING-NORTH,"147-35 38TH AVENUE, B47",442000,2/5/20
FLUSHING-NORTH,"137-77 45 AVENUE, 3P",255000,2/5/20
FLUSHING-NORTH,"144-30 SANFORD AVENUE, 5M",334720,2/5/20
FLUSHING-NORTH,"133-27 39TH AVENUE, 7C",1149584,2/5/20
FLUSHING-NORTH,"133-27 39TH AVENUE, 12B",697873,2/5/20
FLUSHING-NORTH,"43-18 ROBINSON STREET, 2D",590000,2/5/20
FLUSHING-NORTH,"36-17 MAIN STREET, 204B",389000,2/5/20
FLUSHING-SOUTH,"150-15 72ND ROAD, 3J",387855,2/5/20
FOREST HILLS,111-01 75TH ROAD,1575000,2/5/20
FOREST HILLS,N/A QUEENS BOULEVARD,1575000,2/5/20
FOREST HILLS,"102-10 66TH ROAD, 25K",342500,2/5/20
FOREST HILLS,"66-36 YELLOWSTONE BOULEVARD, 14D",655000,2/5/20
FOREST HILLS,"108-48 70TH ROAD, 6F",625000,2/5/20
FOREST HILLS,"6830 BURNS STREET, A3",342000,2/5/20
GLENDALE,77-13 62ND STREET,759000,2/5/20
HILLCREST,80-33 169TH STREET,700000,2/5/20
HOWARD BEACH,157-07 92 STREET,725000,2/5/20
HOWARD BEACH,164-15 88 STREET,830000,2/5/20
JACKSON HEIGHTS,"34-15 74 STREET, 2M",280000,2/5/20
JAMAICA,168-33 89 AVE,900000,2/5/20
JAMAICA,"17270 HIGHLAND AVENUE, 9F",130000,2/5/20
JAMAICA ESTATES,85-03 MIDLAND PARKWAY,1185000,2/5/20
JAMAICA HILLS,"84-49 168TH ST, 2C",170000,2/5/20
KEW GARDENS,"8384 116 STREET, 4A",195000,2/5/20
MASPETH,60-43 59 DRIVE,700000,2/5/20
OAKLAND GARDENS,"67-61B 223 PLACE, 67-61",309000,2/5/20
OZONE PARK,94-09 FORBELL STREET,699900,2/5/20
OZONE PARK,97-46 76TH STREET,660335,2/5/20
QUEENS VILLAGE,93-32 VANDERVEER STREET,250600,2/5/20
QUEENS VILLAGE,221-18 103RD AVENUE,585000,2/5/20
QUEENS VILLAGE,225-18 111TH AVENUE,535000,2/5/20
QUEENS VILLAGE,"227-08 HILLSIDE AVENUE, 47-60",295000,2/5/20
QUEENS VILLAGE,"229-08 87TH AVENUE, 46-17",230000,2/5/20
RICHMOND HILL,112-21 84TH AVENUE,1249000,2/5/20
RICHMOND HILL,92-07 104TH STREET,510000,2/5/20
ROSEDALE,241-09 WELLER AVENUE,530000,2/5/20
SOUTH JAMAICA,105-39 REMINGTON STREET,2000,2/5/20
SOUTH OZONE PARK,130-48 116TH STREET,585000,2/5/20
SOUTH OZONE PARK,114-39 131ST STREET,515000,2/5/20
SOUTH OZONE PARK,12919 131ST STREET,365000,2/5/20
SPRINGFIELD GARDENS,178-46 LESLIE ROAD,377500,2/5/20
SPRINGFIELD GARDENS,188-18 120TH ROAD,675000,2/5/20
ST. ALBANS,190-46 110TH ROAD,610202,2/5/20
ST. ALBANS,18705 QUENCER ROAD,400000,2/5/20
SUNNYSIDE,3993 48TH STREET,1100000,2/5/20
WHITESTONE,147-15 24TH AVENUE,910000,2/5/20
WHITESTONE,154-63 WILLETS POINT BLVD,1570000,2/5/20
WHITESTONE,150-06 23RD AVENUE,925000,2/5/20
WOODSIDE,"51-40 30TH AVENUE, H3E",288000,2/5/20
WOODSIDE,"51-42 30TH AVENUE, 3-I",285000,2/5/20
ASTORIA,"3110 28TH ROAD, 1A",575000,2/6/20
BAYSIDE,210-19 56TH AVENUE,925000,2/6/20
BAYSIDE,53-40 212TH STREET,840000,2/6/20
BEECHHURST,"10-24 166TH ST, 2C",341500,2/6/20
